ID,Description,Code,MerchantID,Countries,Exclusions,StartDate,EndDate,Disabled,len_description
1274369,Save 20% Now! Shed Fat Like A Beast with Beast 2Shedded Fat Burning Formulas.,bst20,5506610,US,,2017-12-12T00:00:00Z,2037-12-31T00:00:00Z,FALSE,77
3055083,Deep winter sale -Buy One Get 15% Off.,sale15,119810,US,,2023-02-07T00:00:00Z,2037-12-31T00:00:00Z,FALSE,38
3055084,Deep winter sale -Buy Two Get 20% Off.,sale20,119810,US,,2023-02-07T00:00:00Z,2037-12-31T00:00:00Z,FALSE,38
2400319,New Release Limited: Buy two sunglasses for the price of one with code: HAWK241.,hawk241,119810,US,,2022-05-25T00:00:00Z,2037-12-31T00:00:00Z,FALSE,80
2690686,HOT Sale! OutdoorMaster GEM Bike Helmet   - Now: $45.99 + Free Shipping.,mips22,119810,US,,2022-06-22T00:00:00Z,2037-12-31T00:00:00Z,FALSE,72
2690685,Fire Sale! OutdoorMaster Pop Up Beach Tent - ONLY $68.99 + Free Shipping.,omtent,119810,US,,2022-06-22T00:00:00Z,2037-12-31T00:00:00Z,FALSE,73
2690704,HOT Sale! OutdoorMaster All  Round ISUP Board  -Now: $399 + Free Shipping.,sup399,119810,US,,2022-06-23T00:00:00Z,2037-12-31T00:00:00Z,FALSE,74
2400320,Super deal on OM E-Skateboard! Get 35% OFF with code: SKATE35.,skate35,119810,US,,2022-05-25T00:00:00Z,2037-12-31T00:00:00Z,FALSE,62
2690687,HOT Sale! OutdoorMaster Skateboard Cycling Helmet   - ONLY $33.99 + Free Shipping.,skate11,119810,US,,2022-06-22T00:00:00Z,2037-12-31T00:00:00Z,FALSE,82
2690705,HOT Sale! OutdoorMaster Double-Layer-SUP-Board Now: $439 + Free Shipping.,sup439,119810,US,,2022-06-23T00:00:00Z,2037-12-31T00:00:00Z,FALSE,73
1755377,Get 15% Off + Free Shipping At OutdoorMaster.com - Use Code: POWDER15.,powder15,119810,US,,2021-10-20T00:00:00Z,2037-12-31T00:00:00Z,FALSE,70
